"","V2","V3","V4","V5","V6","V7","V8"
"20280","cheese","ham","olive_oil","chicken_broth","black_pepper","white_wine","garlic"
"20281","vinegar","pork","green_bell_pepper","beef","starch","carrot","vegetable_oil"
"20282","pepper","wheat","beef","fish","parmesan_cheese","cheddar_cheese","milk"
"20283","butter","corn_flake","parsley","honey","buttermilk","garlic","bell_pepper"
"20284","pepper","beef","onion","black_pepper","celery","carrot","garlic"
"20285","butter","wheat","onion","parmesan_cheese","buttermilk","oat","garlic"
"20286","butter","cane_molasses","wheat","vanilla","pecan","sweet_potato","egg"
"20287","cane_molasses","butter","wheat","peach","yeast","vanilla","cinnamon"
"20288","butter","wheat","onion","potato","black_pepper","carrot","garlic"
"20289","wheat","vanilla","lard","milk","walnut","nutmeg","cinnamon"
"20290","cane_molasses","butter","wheat","rum","honey","cognac","cinnamon"
"20291","tomato","olive_oil","green_bell_pepper","onion","starch","cayenne","carrot"
"20292","butter","pepper","wheat","ham","onion","potato","corn_flake"
"20293","butter","tomato","wheat","beef","onion","egg_noodle","thyme"
"20294","vinegar","soy_sauce","cayenne","ginger","garlic","peanut_butter","vegetable_oil"
"20295","lemon_juice","wheat","starch","orange_juice","strawberry","cream_cheese","orange"
"20296","cane_molasses","beef","sake","soy_sauce","black_pepper","honey","beer"
"20297","tomato","vinegar","pepper","meat","onion","mustard","vegetable_oil"
"20298","tomato","vinegar","cane_molasses","lemon_juice","lemon","apple","raisin"
"20299","wheat","rum","cherry","vanilla","cocoa","milk","cream"
"20300","butter","wheat","vanilla","milk","cream_cheese","blueberry","cream"
"20301","butter","lemon_juice","wheat","starch","elderberry","lard","egg"
"20302","butter","cilantro","corn","cayenne","cumin","garlic","lime_peel_oil"
"20303","tomato","vinegar","lemon_juice","celery_oil","olive_oil","corn","cider"
"20304","turkey","vinegar","green_bell_pepper","onion","beef","cayenne","oregano"
"20305","vinegar","onion","cauliflower","cider","parsley","carrot","garlic"
"20306","turkey","tomato","pepper","wheat","mustard","beef","vinegar"
"20307","butter","wheat","apple","gelatin","cinnamon","egg","milk"
"20308","butter","tomato","wheat","onion","cayenne","garlic","lard"
"20309","olive_oil","lemon_juice","bean","onion","vinegar","parsley","white_wine"
"20310","pepper","green_bell_pepper","wheat","yeast","mozzarella_cheese","garlic","bell_pepper"
"20311","butter","onion","sage","parsley","celery","chicken","rice"
"20312","dill","pepper","lemon_juice","vinegar","parsley","lettuce","swiss_cheese"
"20313","tomato","vinegar","cane_molasses","celery_oil","onion","fenugreek","corn"
"20314","cane_molasses","apple","vanilla","almond","raisin","ginger","honey"
"20315","walnut","blue_cheese","basil","vegetable_oil","whole_grain_wheat_flour","egg","roasted_beef"
"20316","tomato","olive_oil","marjoram","meat","onion","dill","thyme"
"20317","cheese","pepper","onion","mushroom","bacon","bean","cheddar_cheese"
"20318","tomato","olive_oil","cane_molasses","lemon_juice","mustard","onion","vinegar"
"20319","vinegar","green_bell_pepper","orange_juice","ginger","celery","garlic","pineapple"
"20320","pepper","green_bell_pepper","onion","soy_sauce","parsley","ginger","bean"
"20321","tomato","rosemary","pepper","lemon_juice","thyme","mushroom","lima_bean"
"20322","vinegar","pepper","onion","chickpea","honey","bean","kidney_bean"
"20323","tomato","olive_oil","pepper","lemon_juice","mustard","thyme","vinegar"
"20324","butter","lemon_juice","wheat","plum","nutmeg","cinnamon","lard"
"20325","mustard","onion","potato","celery","carrot","vegetable_oil","tuna"
"20326","cane_molasses","butter","wheat","vanilla","pecan","cinnamon","cranberry"
"20327","butter","lemon_juice","wheat","vanilla","walnut","cinnamon","cream_cheese"
"20328","cane_molasses","butter","wheat","apple","walnut","cinnamon","milk"
"20329","butter","lemon_juice","wheat","starch","vanilla","cream_cheese","orange"
"20330","butter","coconut","wheat","vanilla","cocoa","buttermilk","pecan"
"20331","butter","coffee","coconut","cocoa","gelatin","egg","milk"
"20332","tomato","mustard","beef","potato","black_pepper","red_wine","cayenne"
"20333","butter","pepper","wheat","onion","celery","garlic","cream"
"20334","wheat","vanilla","pecan","cinnamon","soybean","rye_flour","whole_grain_wheat_flour"
"20335","butter","wheat","cherry","red_wine","pecan","cinnamon","egg"
"20336","cane_molasses","olive_oil","mustard","onion","vinegar","soy_sauce","black_pepper"
"20337","lovage","mustard","black_pepper","ginger","bay","bell_pepper","crab"
"20338","dill","pepper","lemon_juice","wheat","onion","beef","olive_oil"
"20339","wheat","onion","black_pepper","bean","garlic","oregano","lard"
"20340","cane_molasses","butter","wheat","cherry","oat","nutmeg","cinnamon"
"20341","vinegar","onion","beef","starch","cayenne","soy_sauce","black_pepper"
"20342","butter","cane_molasses","wheat","orange_juice","cocoa","oat","cranberry"
"20343","olive_oil","pepper","onion","vinegar","red_wine","avocado","lettuce"
"20344","cane_molasses","vinegar","lemon_juice","lemon","mustard","orange_juice","cranberry"
"20345","olive_oil","ham","apricot","black_pepper","horseradish","cherry","chive"
"20346","butter","wheat","black_pepper","sage","squash","parmesan_cheese","nutmeg"
"20347","cane_molasses","honey","clove","ham","maple_syrup","nutmeg","mustard"
"20348","butter","pepper","thyme","onion","parmesan_cheese","garlic","chicken"
"20349","butter","pepper","thyme","onion","parmesan_cheese","garlic","egg"
"20350","butter","pepper","onion","chicken_broth","squash","carrot","rice"
"20351","butter","thyme","romano_cheese","popcorn","garlic","oregano","basil"
"20352","cane_molasses","pork","peach","soy_sauce","ginger","honey","garlic"
"20353","butter","pepper","onion","potato","parsley","parmesan_cheese","garlic"
"20354","lemon","apple","nut","celery","gelatin","cream_cheese","pineapple"
"20355","butter","cinnamon","cream_cheese","bread","egg","milk","cream"
"20356","butter","pepper","wheat","yeast","salmon","egg","milk"
"20357","butter","mustard","white_wine","honey","soybean","vegetable","whole_grain_wheat_flour"
"20358","tomato","olive_oil","green_bell_pepper","onion","cheese","bell_pepper","white_bread"
"20359","cane_molasses","tomato","pork","mustard","onion","vinegar","corn"
"20360","pork","thyme","potato","black_pepper","fennel","seed","garlic"
"20361","olive_oil","onion","black_bean","cayenne","ginger","garlic","nutmeg"
"20362","tomato","pepper","lemon","onion","salmon","cayenne","garlic"
"20363","butter","mustard","onion","corn_flake","black_pepper","garlic","chicken"
"20364","vinegar","pepper","sesame_oil","mushroom","starch","black_pepper","shiitake"
"20365","dill","mustard","onion","potato","black_pepper","vinegar","cider"
"20366","butter","wheat","strawberry","lard","egg","milk","cream"
"20367","pepper","wheat","chicken_liver","garlic","vegetable_oil","egg","milk"
"20368","tomato","olive_oil","green_bell_pepper","peach","onion","starch","soy_sauce"
"20369","turkey","tomato","green_bell_pepper","celery_oil","onion","vinegar","corn"
"20370","pepper","wheat","beef","onion","walnut","cinnamon","vegetable_oil"
"20371","tomato","olive_oil","pepper","onion","corn","celery","macaroni"
"20372","cane_molasses","cheese","wheat","yeast","corn","lard","whole_grain_wheat_flour"
"20373","butter","coconut","wheat","vanilla","raisin","cinnamon","egg"
"20374","vinegar","pepper","onion","cayenne","crab","vegetable_oil","tuna"
"20375","butter","cheese","pepper","wheat","onion","romano_cheese","shallot"
"20376","coriander","fenugreek","pepper","wheat","olive_oil","apricot","soy_sauce"
"20377","cane_molasses","wheat","apple","nut","honey","oat","cinnamon"
"20378","cane_molasses","vinegar","lemon","beef","onion","black_pepper","soy_sauce"
"20379","butter","cane_molasses","wheat","yeast","vanilla","almond","pear"
"20380","coriander","fenugreek","pepper","green_bell_pepper","cumin","scallion","macaroni"
"20381","cane_molasses","vinegar","pepper","lemon_juice","grape","onion","nut"
"20382","butter","wheat","orange_juice","raisin","walnut","pineapple","egg"
"20383","cane_molasses","butter","wheat","rhubarb","vanilla","strawberry","egg"
"20384","nut","cayenne","scallion","vegetable","vegetable_oil","egg","cream"
"20385","cane_molasses","vinegar","pork","sake","soy_sauce","red_wine","honey"
"20386","olive_oil","lemon_juice","onion","roasted_sesame_seed","cumin","chickpea","garlic"
"20387","cane_molasses","vinegar","mustard","onion","cider","cayenne","butter"
"20388","tomato","vinegar","pepper","green_bell_pepper","mustard","onion","bell_pepper"
"20389","wheat","yeast","vanilla","ginger","pecan","cinnamon","nutmeg"
"20390","wheat","yeast","vanilla","banana","egg","milk","cream"
"20391","butter","coconut","wheat","vanilla","nutmeg","egg","milk"
"20392","wheat","peanut","vanilla","honey","peanut_butter","egg","milk"
"20393","butter","wheat","starch","peanut","vanilla","cocoa","peanut_butter"
"20394","cane_molasses","butter","wheat","walnut","cocoa","lard","egg"
"20395","butter","cane_molasses","wheat","yeast","vanilla","ginger","pecan"
"20396","butter","cane_molasses","wheat","yeast","ginger","pecan","cinnamon"
"20397","cane_molasses","dill","lemon","sesame_oil","salmon","soy_sauce","black_pepper"
"20398","cane_molasses","vinegar","mustard","onion","black_pepper","horseradish","garlic"
"20399","butter","wheat","vanilla","buttermilk","nutmeg","lard","egg"
"20400","butter","olive_oil","pepper","onion","potato","fish","parsley"
"20401","cane_molasses","wheat","vanilla","walnut","buttermilk","oat","vegetable_oil"
"20402","tomato","onion","corn","cayenne","lettuce","bean","garlic"
"20403","tomato","pepper","onion","parmesan_cheese","mozzarella_cheese","olive","garlic"
"20404","butter","cane_molasses","wheat","vanilla","cocoa","egg","cream"
"20405","tomato","vinegar","cane_molasses","apple","onion","corn","bacon"
"20406","butter","wheat","apple","vanilla","raisin","oat","egg"
"20407","butter","wheat","onion","roasted_pork","chicken_broth","parsley","carrot"
"20408","tomato","pork","green_bell_pepper","onion","beef","potato","corn"
"20409","tomato","olive_oil","lemon_juice","mushroom","vinegar","avocado","parsley"
"20410","butter","cane_molasses","pepper","wheat","onion","yeast","vinegar"
"20411","chicken_broth","onion","starch","soy_sauce","ginger","walnut","garlic"
"20412","butter","wheat","mustard","onion","vanilla","parsley","cucumber"
"20413","wheat","vanilla","walnut","cocoa","lard","vegetable","egg"
"20414","coconut","wheat","macaroni","pineapple","mandarin","egg","cream"
"20415","cane_molasses","butter","wheat","yeast","cherry","almond","nutmeg"
"20416","butter","wheat","corn","cranberry","egg","milk","cream"
"20417","turkey","butter","mustard","bacon","raisin","honey","swiss_cheese"
"20418","tomato","cane_molasses","pepper","meat","onion","vinegar","bread"
"20419","butter","wheat","vanilla","cinnamon","cream_cheese","egg","blueberry"
"20420","tomato","thyme","parmesan_cheese","scallion","basil","olive","oregano"
"20421","olive_oil","lemon_juice","vinegar","radish","parsley","white_wine","mozzarella_cheese"
"20422","butter","coriander","pepper","ham","fenugreek","turmeric","cumin"
"20423","butter","pepper","wheat","corn","cayenne","oregano","chicken"
"20424","butter","wheat","apple","vanilla","raisin","bean","pecan"
"20425","butter","wheat","cherry","vanilla","orange_juice","raisin","walnut"
"20426","butter","wheat","cherry","vanilla","pecan","cream_cheese","egg"
"20427","cane_molasses","wheat","almond","raisin","nutmeg","cinnamon","lard"
"20428","butter","wheat","apple","vanilla","pecan","cinnamon","cream_cheese"
"20429","butter","lemon_juice","wheat","lemon_peel","walnut","egg","milk"
"20430","cane_molasses","mustard","cayenne","black_pepper","ginger","nutmeg","bell_pepper"
"20431","cane_molasses","butter","wheat","apple","nutmeg","cinnamon","sweet_potato"
"20432","butter","wheat","apple","seed","nutmeg","cinnamon","lard"
"20433","butter","wheat","apple","raisin","walnut","nutmeg","cinnamon"
"20434","tomato","vinegar","cane_molasses","lemon_juice","apple","celery_oil","corn"
"20435","cane_molasses","butter","lemon_juice","wheat","starch","yeast","walnut"
"20436","wheat","gelatin","vanilla","strawberry","berry","cranberry","milk"
"20437","olive_oil","lemon_juice","mustard","black_pepper","scallion","bean","marjoram"
"20438","olive_oil","pepper","wheat","yeast","parmesan_cheese","garlic","mozzarella_cheese"
"20439","butter","wheat","mustard","onion","yeast","corn","parsley"
"20440","tomato","wheat","onion","cayenne","scallion","garlic","cream_cheese"
"20441","tomato","vinegar","pepper","mustard","onion","cane_molasses","honey"
"20442","tomato","olive_oil","pepper","mustard","beef","vinegar","soy_sauce"
"20443","tomato","cheese","wheat","beef","onion","cayenne","scallion"
"20444","butter","wheat","vanilla","raisin","walnut","carrot","cinnamon"
"20445","cane_molasses","butter","lemon_juice","wheat","starch","raisin","oat"
"20446","cane_molasses","vinegar","beef","onion","sake","soy_sauce","tabasco_pepper"
"20447","tomato","vinegar","pepper","bacon","scallion","celery","macaroni"
"20448","tomato","cane_molasses","pepper","green_bell_pepper","peach","onion","vinegar"
"20449","butter","wheat","vanilla","walnut","cinnamon","egg","cream"
"20450","tomato","vinegar","pepper","mustard","cauliflower","olive_oil","cayenne"
"20451","wheat","mustard","onion","parsley","cocoa","cucumber","chive"
"20452","vinegar","mustard","red_wine","parsley","celery","yogurt","garlic"
"20453","tomato","cilantro","wheat","parsley","parmesan_cheese","walnut","mozzarella_cheese"
"20454","tomato","olive_oil","pepper","thyme","sage","parmesan_cheese","white_wine"
"20455","provolone_cheese","turkey","avocado","bacon","lettuce","tomato","vegetable_oil"
"20456","wheat","crab","soy_sauce","parsley","ginger","garlic","bell_pepper"
"20457","olive_oil","onion","vinegar","black_pepper","shrimp","bell_pepper","cream"
"20458","butter","lemon_juice","onion","black_pepper","parsley","parmesan_cheese","clam"
"20459","butter","wheat","mustard","yeast","rosemary","tabasco_pepper","basil"
"20460","butter","ham","black_pepper","pear","mozzarella_cheese","mustard","bread"
"20461","butter","wheat","milk","walnut","maple_syrup","egg","banana"
"20462","tomato","vinegar","pepper","celery_oil","onion","corn","garlic"
"20463","cheese","pepper","onion","beef","cayenne","garlic","bread"
"20464","mustard","onion","vanilla","parsley","cocoa","cucumber","chive"
"20465","cane_molasses","wheat","yeast","vanilla","ginger","nutmeg","cinnamon"
"20466","butter","wheat","yeast","raisin","buttermilk","cinnamon","egg"
"20467","butter","wheat","vanilla","milk","pecan","egg","corn"
"20468","butter","tomato","pepper","wheat","onion","beef","potato"
"20469","butter","wheat","vanilla","strawberry","cream_cheese","milk","cream"
"20470","butter","wheat","vanilla","strawberry","cream_cheese","lard","egg"
"20471","wheat","apple","vanilla","milk","cinnamon","orange","banana"
"20472","butter","wheat","corn","cocoa","peanut_butter","rice","milk"
